Restaurant_Name,City,Area,Cuisines,Restaurant_Type,Online_Order,Book_Table,Rating,Votes,Cost_For_Two,Value_Score,Price_Category
The Masala Twist,Lucknow,Hazratganj,South Indian,Cafe,Yes,No,4.7,813,1159,0.4055,Premium
The Chaat Junction,Lucknow,Hazratganj,"Biryani, Italian",Casual Dining,Yes,No,4.7,296,609,0.7718,Mid-Range
Royal Chaat Junction,Lucknow,Hazratganj,Chinese,Quick Bites,No,No,4.3,511,455,0.9451,Affordable
Royal Food Hub,Lucknow,Aliganj,Chinese,Cafe,Yes,No,3.3,1003,842,0.3919,Mid-Range
The Momo Point,Lucknow,Gomti Nagar,"Street Food, Gujarati",Casual Dining,Yes,Yes,4.2,530,592,0.7095,Affordable
Aroma Restaurant,Lucknow,Aliganj,South Indian,Bakery,Yes,Yes,3.2,493,520,0.6154,Affordable
Shree Urban Kitchen,Lucknow,Aliganj,"Beverages, Bengali",Cafe,Yes,No,3.9,648,755,0.5166,Mid-Range
Cafe Food Hub,Lucknow,Gomti Nagar,"Bengali, Chinese",Fine Dining,Yes,No,4.2,1521,2969,0.1415,Luxury
Hotel Grill House,Lucknow,Aliganj,"Desserts, Thai, Pizza",Cafe,No,No,4.7,1469,610,0.7705,Mid-Range
Shree Biryani House,Lucknow,Gomti Nagar,"Fast Food, Mexican, North Indian",Quick Bites,Yes,No,4.4,242,478,0.9205,Affordable
Cafe Flavor Town,Lucknow,Hazratganj,"Seafood, Punjabi, Cafe",Food Court,Yes,No,3.3,118,484,0.6818,Affordable
Hotel Curry Leaf,Lucknow,Hazratganj,"Fast Food, Gujarati, Biryani",Quick Bites,No,No,3.1,425,486,0.6379,Affordable
Kebab King,Lucknow,Aliganj,Street Food,Quick Bites,Yes,Yes,4.1,78,136,3.0147,Budget
Royal Momo Point,Lucknow,Hazratganj,Cafe,Fine Dining,Yes,No,4.0,1468,3255,0.1229,Luxury
Flavor Town,Lucknow,Aliganj,Gujarati,Bakery,Yes,Yes,3.9,402,540,0.7222,Affordable
Hotel Dhaba Express,Lucknow,Gomti Nagar,"Gujarati, North Indian, Seafood",Food Court,Yes,No,4.3,268,343,1.2536,Affordable
Biryani House,Lucknow,Hazratganj,Cafe,Food Court,No,Yes,3.1,730,497,0.6237,Affordable
The Saffron,Lucknow,Aliganj,"North Indian, Punjabi, Rajasthani",Cafe,Yes,Yes,3.6,844,978,0.3681,Mid-Range
Cafe Taste of India,Lucknow,Hazratganj,"Punjabi, Gujarati, Pizza",Casual Dining,No,Yes,3.4,1281,697,0.4878,Mid-Range
Urban Kitchen,Lucknow,Aliganj,"Continental, North Indian",Bakery,Yes,No,3.8,395,190,2.0,Budget
Royal Momo Point,Lucknow,Hazratganj,Rajasthani,Bakery,No,No,2.7,152,184,1.4674,Budget
Noodle Box,Lucknow,Aliganj,"Beverages, Bengali",Bakery,Yes,No,3.9,566,425,0.9176,Affordable
Cafe Biryani House,Lucknow,Hazratganj,Chinese,Fine Dining,Yes,No,4.5,1021,3444,0.1307,Luxury
Cafe Momo Point,Lucknow,Gomti Nagar,Mexican,Cafe,Yes,Yes,4.2,814,959,0.438,Mid-Range
Hotel Grill House,Lucknow,Aliganj,"South Indian, Continental, Mughlai",Casual Dining,Yes,Yes,4.3,811,411,1.0462,Affordable
Shree Chaat Junction,Lucknow,Gomti Nagar,"Punjabi, North Indian, Street Food",Dessert Parlour,No,Yes,4.3,501,540,0.7963,Affordable
New Pizza Palace,Lucknow,Hazratganj,Pizza,Delivery,Yes,No,3.6,82,511,0.7045,Affordable
Food Hub,Lucknow,Gomti Nagar,"Chinese, Mexican, Pizza",Bakery,Yes,No,4.2,240,285,1.4737,Budget
Cafe Chaat Junction,Lucknow,Aliganj,Mughlai,Fine Dining,No,No,4.2,1912,3983,0.1054,Luxury
Cafe Cloud Kitchen,Lucknow,Aliganj,"Pizza, Continental, Punjabi",Fine Dining,Yes,No,4.3,1054,1626,0.2645,Premium
Chaat Junction,Lucknow,Aliganj,"Italian, Seafood",Quick Bites,Yes,No,4.5,320,274,1.6423,Budget
Shree The Hungry Tiger,Lucknow,Aliganj,"Mexican, Thai",Bakery,No,No,3.8,150,393,0.9669,Affordable
Curry Leaf,Lucknow,Gomti Nagar,"Italian, Cafe",Casual Dining,No,No,3.5,540,731,0.4788,Mid-Range
Flavor Town,Lucknow,Aliganj,"Italian, Bengali",Fine Dining,No,Yes,4.5,1842,2070,0.2174,Luxury
Dosa Corner,Kochi,Kakkanad,Rajasthani,Food Court,Yes,Yes,3.9,308,548,0.7117,Affordable
Biryani House,Kochi,Edappally,"Continental, Seafood",Bakery,Yes,Yes,3.6,359,375,0.96,Affordable
Royal Noodle Box,Kochi,Marine Drive,Chinese,Fine Dining,Yes,No,4.8,1327,3362,0.1428,Luxury
Hotel Kebab King,Kochi,Marine Drive,Bengali,Dessert Parlour,Yes,No,2.7,406,323,0.8359,Affordable
Royal Food Hub,Kochi,Marine Drive,Italian,Quick Bites,Yes,No,2.8,770,149,1.8792,Budget
Burger Barn,Kochi,Marine Drive,"Cafe, Italian",Casual Dining,Yes,Yes,3.5,1218,1018,0.3438,Premium
Royal Aroma Restaurant,Kochi,Kakkanad,"Mexican, Desserts, Continental",Quick Bites,Yes,No,3.8,641,377,1.008,Affordable
Biryani House,Kochi,Marine Drive,"Fast Food, Cafe",Dessert Parlour,Yes,No,3.0,179,412,0.7282,Affordable
Fusion Bites,Kochi,Edappally,"Street Food, Bengali, Seafood",Delivery,Yes,Yes,4.2,739,309,1.3592,Affordable
Shree Fusion Bites,Kochi,Marine Drive,"Italian, Mughlai, Gujarati",Quick Bites,Yes,No,3.2,521,110,2.9091,Budget
Saffron,Kochi,Marine Drive,Chinese,Food Court,Yes,No,3.3,423,503,0.6561,Affordable
Shree Flavor Town,Kochi,Marine Drive,Seafood,Dessert Parlour,Yes,No,2.5,586,578,0.4325,Affordable
Kebab King,Kochi,Edappally,"Beverages, Cafe, Seafood",Fine Dining,Yes,No,4.3,383,3237,0.1328,Luxury
Food Hub,Kochi,Marine Drive,Pizza,Bakery,Yes,No,3.5,210,371,0.9434,Affordable
Dosa Corner,Kochi,Marine Drive,"Pizza, Chinese, Thai",Casual Dining,Yes,Yes,4.6,355,863,0.533,Mid-Range
Cafe Masala Twist,Kochi,Kakkanad,"Pizza, Punjabi",Fine Dining,Yes,No,4.5,1540,3845,0.117,Luxury
Cafe Tiffin Box,Kochi,Marine Drive,"Pizza, Continental",Bakery,Yes,No,3.7,78,139,2.6619,Budget
The Grill House,Kochi,Kakkanad,"Beverages, Pizza, Biryani",Bakery,Yes,Yes,4.1,185,266,1.5414,Budget
Dhaba Express,Kochi,Marine Drive,"Biryani, Pizza",Quick Bites,Yes,Yes,2.8,633,541,0.5176,Affordable
Dhaba Express,Kochi,Kakkanad,Fast Food,Bakery,No,Yes,3.7,78,121,3.0579,Budget
Cloud Kitchen,Kochi,Edappally,"Seafood, Thai, Mexican",Bakery,No,No,3.4,542,431,0.7889,Affordable
Hotel Fusion Bites,Kochi,Edappally,Punjabi,Fine Dining,No,Yes,3.8,1428,1800,0.2111,Premium
Shree Momo Point,Kochi,Kakkanad,"Street Food, Beverages",Fine Dining,Yes,No,4.6,1091,2382,0.1931,Luxury
Curry Leaf,Kochi,Edappally,"Street Food, Seafood, Continental",Cafe,Yes,No,4.6,1046,658,0.6991,Mid-Range
Classic Dining,Kochi,Edappally,"South Indian, Continental",Cafe,No,No,4.6,816,702,0.6553,Mid-Range
New Dosa Corner,Kochi,Marine Drive,"Street Food, Beverages, Punjabi",Casual Dining,Yes,Yes,4.7,188,890,0.5281,Mid-Range
Royal Dhaba Express,Kochi,Edappally,Thai,Casual Dining,Yes,Yes,3.8,810,933,0.4073,Mid-Range
New Aroma Restaurant,Kochi,Kakkanad,"Beverages, South Indian",Food Court,No,No,4.3,509,488,0.8811,Affordable
Restaurant Taste of India,Kochi,Kakkanad,Seafood,Casual Dining,Yes,No,4.3,597,1050,0.4095,Premium
Cafe Noodle Box,Kochi,Kakkanad,"Seafood, Continental",Fine Dining,Yes,No,4.8,1056,2296,0.2091,Luxury
Cafe Urban Kitchen,Kochi,Edappally,North Indian,Dessert Parlour,No,Yes,2.6,504,472,0.5508,Affordable
New Tiffin Box,Kochi,Kakkanad,Rajasthani,Casual Dining,No,No,4.3,1010,781,0.5506,Mid-Range
Restaurant Burger Barn,Kochi,Marine Drive,"Desserts, Punjabi, Biryani",Food Court,No,No,3.7,295,449,0.8241,Affordable
Biryani House,Kochi,Marine Drive,"Italian, Desserts",Fine Dining,No,No,4.9,305,3157,0.1552,Luxury
Momo Point,Kochi,Edappally,Continental,Delivery,Yes,Yes,2.7,527,377,0.7162,Affordable
Noodle Box,Kochi,Marine Drive,Continental,Dessert Parlour,Yes,No,4.4,331,133,3.3083,Budget
Restaurant Masala Twist,Kochi,Marine Drive,"North Indian, Desserts",Fine Dining,No,Yes,4.1,1011,3514,0.1167,Luxury
Hotel Flavor Town,Kochi,Kakkanad,"Pizza, Desserts",Cafe,Yes,No,3.4,67,484,0.7025,Affordable
Urban Kitchen,Kochi,Kakkanad,North Indian,Cafe,Yes,Yes,3.6,1440,775,0.4645,Mid-Range
Restaurant Dosa Corner,Kochi,Edappally,Pizza,Casual Dining,No,No,3.3,218,996,0.3313,Mid-Range
Royal Saffron,Chandigarh,Sector 17,Italian,Bakery,Yes,No,3.6,637,525,0.6857,Affordable
Grill House,Chandigarh,Sector 22,"Cafe, Continental",Casual Dining,No,Yes,4.5,383,1080,0.4167,Premium
The Taste of India,Chandigarh,Sector 17,"Seafood, Bengali, Continental",Dessert Parlour,No,No,3.8,256,207,1.8357,Budget
Shree Noodle Box,Chandigarh,Sector 22,Fast Food,Casual Dining,No,Yes,4.3,731,689,0.6241,Mid-Range
Hotel Food Hub,Chandigarh,Sector 17,"Thai, Mexican, Street Food",Casual Dining,No,Yes,3.9,795,434,0.8986,Affordable
Urban Kitchen,Chandigarh,Sector 22,"Pizza, Gujarati",Dessert Parlour,Yes,No,4.1,341,541,0.7579,Affordable
New Fusion Bites,Chandigarh,Sector 22,Pizza,Cafe,No,No,3.8,353,742,0.5121,Mid-Range
The Biryani House,Chandigarh,Sector 22,Pizza,Dessert Parlour,Yes,No,3.8,361,464,0.819,Affordable
Royal Fusion Bites,Chandigarh,Sector 35,Biryani,Delivery,Yes,No,4.0,290,358,1.1173,Affordable
Momo Point,Chandigarh,Sector 35,"South Indian, Rajasthani",Delivery,No,No,3.8,477,486,0.7819,Affordable
The Burger Barn,Chandigarh,Sector 35,"Bengali, Rajasthani",Casual Dining,No,No,3.5,1260,722,0.4848,Mid-Range
Hotel Saffron,Chandigarh,Sector 35,"Italian, North Indian",Dessert Parlour,Yes,Yes,4.4,254,330,1.3333,Affordable
Royal Curry Leaf,Chandigarh,Sector 35,Punjabi,Fine Dining,No,No,4.6,1774,2754,0.167,Luxury
Taste of India,Chandigarh,Sector 22,Continental,Dessert Parlour,No,No,4.0,511,190,2.1053,Budget
Curry Leaf,Chandigarh,Sector 35,"North Indian, Fast Food",Delivery,Yes,No,3.0,309,436,0.6881,Affordable
The Burger Barn,Chandigarh,Sector 17,"Fast Food, Street Food",Cafe,Yes,No,4.0,206,470,0.8511,Affordable
Royal Saffron,Chandigarh,Sector 17,Fast Food,Dessert Parlour,No,No,3.5,557,527,0.6641,Affordable
Hotel Taste of India,Chandigarh,Sector 17,Beverages,Food Court,Yes,No,3.8,752,228,1.6667,Budget
Cloud Kitchen,Chandigarh,Sector 22,"Pizza, Punjabi",Cafe,No,No,3.9,1343,1175,0.3319,Premium
Restaurant Urban Kitchen,Chandigarh,Sector 22,"Seafood, Mughlai, Pizza",Casual Dining,Yes,No,4.4,1478,1165,0.3777,Premium
Classic Dining,Chandigarh,Sector 22,"Desserts, Beverages",Bakery,Yes,Yes,3.4,594,101,3.3663,Budget
Shree Tiffin Box,Chandigarh,Sector 35,"North Indian, Desserts, Rajasthani",Fine Dining,Yes,No,4.5,1769,3799,0.1185,Luxury
The Biryani House,Chandigarh,Sector 17,Cafe,Food Court,No,No,3.8,329,225,1.6889,Budget
Noodle Box,Chandigarh,Sector 17,"Biryani, Italian, Seafood",Dessert Parlour,No,Yes,4.2,553,138,3.0435,Budget
Hotel Saffron,Chandigarh,Sector 22,"Desserts, Pizza",Quick Bites,No,No,4.4,623,408,1.0784,Affordable
New Taste of India,Chandigarh,Sector 35,Pizza,Food Court,Yes,No,2.7,293,125,2.16,Budget
The Pizza Palace,Chandigarh,Sector 17,"Street Food, Fast Food, Seafood",Dessert Parlour,No,Yes,4.3,105,315,1.3651,Affordable
Restaurant Taste of India,Chandigarh,Sector 22,"North Indian, Fast Food, Gujarati",Casual Dining,Yes,No,3.8,591,509,0.7466,Affordable
New Burger Barn,Chandigarh,Sector 22,Mexican,Cafe,No,Yes,4.4,497,881,0.4994,Mid-Range
Kebab King,Chandigarh,Sector 17,"Punjabi, Italian, Mughlai",Quick Bites,Yes,Yes,3.4,692,413,0.8232,Affordable
Hotel Sweet Tooth,Chandigarh,Sector 35,"Bengali, Mexican, Street Food",Fine Dining,Yes,No,4.8,722,3221,0.149,Luxury
Restaurant Aroma Restaurant,Chandigarh,Sector 17,"Italian, Biryani, Pizza",Delivery,No,No,4.4,145,227,1.9383,Budget
Hotel The Hungry Tiger,Chandigarh,Sector 17,"Seafood, Biryani, Mughlai",Casual Dining,Yes,Yes,3.2,511,615,0.5203,Mid-Range
Dhaba Express,Chandigarh,Sector 35,Biryani,Bakery,No,No,4.2,430,266,1.5789,Budget
Food Hub,Chandigarh,Sector 22,"Biryani, Mughlai, Seafood",Delivery,Yes,No,4.2,258,439,0.9567,Affordable
Pizza Palace,Indore,Palasia,"Rajasthani, Pizza",Quick Bites,Yes,No,2.6,546,334,0.7784,Affordable
Restaurant Dhaba Express,Indore,Vijay Nagar,Bengali,Dessert Parlour,No,No,4.0,610,133,3.0075,Budget
New Grill House,Indore,Vijay Nagar,"Seafood, Italian",Dessert Parlour,Yes,Yes,4.3,250,108,3.9815,Budget
Royal Biryani House,Indore,Vijay Nagar,"Beverages, Punjabi",Casual Dining,Yes,Yes,4.5,511,928,0.4849,Mid-Range
The Pizza Palace,Indore,Vijay Nagar,"Continental, Thai",Dessert Parlour,No,No,4.3,197,571,0.7531,Affordable
Momo Point,Indore,Vijay Nagar,"Thai, Bengali, Desserts",Food Court,Yes,Yes,2.7,748,256,1.0547,Budget
Shree Cloud Kitchen,Indore,Vijay Nagar,"Cafe, Mexican, Beverages",Fine Dining,Yes,No,3.8,865,2503,0.1518,Luxury
Restaurant Dhaba Express,Indore,Palasia,"Continental, Bengali",Food Court,No,Yes,2.7,150,389,0.6941,Affordable
Royal Noodle Box,Indore,Vijay Nagar,Thai,Casual Dining,Yes,Yes,4.3,809,623,0.6902,Mid-Range
Restaurant Food Hub,Indore,Palasia,"Mexican, Rajasthani, Mughlai",Dessert Parlour,Yes,No,3.7,266,147,2.517,Budget
Royal Saffron,Indore,Vijay Nagar,"Pizza, North Indian, Gujarati",Dessert Parlour,No,Yes,3.3,112,269,1.2268,Budget
Cafe Burger Barn,Indore,Vijay Nagar,"Beverages, Cafe, Rajasthani",Fine Dining,Yes,Yes,4.6,243,3841,0.1198,Luxury
Restaurant Kebab King,Indore,Palasia,Mughlai,Cafe,Yes,Yes,3.3,512,860,0.3837,Mid-Range
Biryani House,Indore,Vijay Nagar,Chinese,Fine Dining,No,Yes,3.8,967,2201,0.1726,Luxury
New Momo Point,Indore,Palasia,Chinese,Cafe,Yes,Yes,3.5,595,570,0.614,Affordable
The Hungry Tiger,Indore,Palasia,Cafe,Bakery,Yes,No,4.4,186,317,1.388,Affordable
The Burger Barn,Indore,Vijay Nagar,"North Indian, Mughlai, Seafood",Delivery,Yes,No,3.4,605,146,2.3288,Budget
Royal Tiffin Box,Indore,Vijay Nagar,"Mexican, Biryani",Bakery,Yes,Yes,4.3,139,509,0.8448,Affordable
Shree Curry Leaf,Indore,Vijay Nagar,"Thai, Chinese, Desserts",Delivery,Yes,Yes,3.0,149,381,0.7874,Affordable
Cafe Urban Kitchen,Indore,Palasia,"Chinese, Punjabi, Biryani",Delivery,Yes,Yes,3.9,92,379,1.029,Affordable
Hotel The Hungry Tiger,Indore,Vijay Nagar,South Indian,Food Court,No,No,4.1,34,453,0.9051,Affordable
Royal Spice Garden,Indore,Vijay Nagar,Mughlai,Casual Dining,Yes,No,3.9,1376,951,0.4101,Mid-Range
Cafe Fusion Bites,Indore,Palasia,"Seafood, Fast Food",Food Court,No,No,3.1,277,249,1.245,Budget
New Noodle Box,Indore,Palasia,"Punjabi, Chinese",Dessert Parlour,Yes,No,3.1,53,418,0.7416,Affordable
New Saffron,Indore,Vijay Nagar,Cafe,Quick Bites,Yes,No,4.3,363,293,1.4676,Budget
Dosa Corner,Indore,Palasia,"Mexican, Fast Food",Fine Dining,Yes,Yes,4.1,858,2433,0.1685,Luxury
The Cloud Kitchen,Indore,Vijay Nagar,"South Indian, Gujarati, Cafe",Quick Bites,Yes,Yes,3.7,581,414,0.8937,Affordable
New Grill House,Indore,Vijay Nagar,South Indian,Cafe,Yes,Yes,3.4,567,801,0.4245,Mid-Range
New Classic Dining,Indore,Vijay Nagar,"Italian, Pizza, Thai",Dessert Parlour,No,No,4.4,208,364,1.2088,Affordable
Noodle Box,Indore,Palasia,"Continental, Biryani",Fine Dining,No,Yes,4.2,1686,2708,0.1551,Luxury
Taste of India,Indore,Palasia,Continental,Cafe,No,No,3.4,1132,1139,0.2985,Premium
The Hungry Tiger,Indore,Vijay Nagar,"Street Food, Seafood",Quick Bites,Yes,No,3.2,53,248,1.2903,Budget
New Grill House,Indore,Vijay Nagar,North Indian,Dessert Parlour,No,No,3.1,296,505,0.6139,Affordable
Royal Flavor Town,Indore,Vijay Nagar,"Fast Food, Beverages, Continental",Delivery,Yes,No,2.9,349,241,1.2033,Budget
Curry Leaf,Indore,Palasia,Street Food,Food Court,No,Yes,4.2,219,222,1.8919,Budget
Hotel Tiffin Box,Bhopal,MP Nagar,"Fast Food, Seafood, Continental",Food Court,No,No,2.7,624,464,0.5819,Affordable
The Noodle Box,Bhopal,MP Nagar,Mexican,Delivery,Yes,No,3.5,424,168,2.0833,Budget
Cloud Kitchen,Bhopal,MP Nagar,Cafe,Casual Dining,No,No,4.6,245,798,0.5764,Mid-Range
Cafe Fusion Bites,Bhopal,MP Nagar,Mughlai,Quick Bites,No,No,2.6,352,154,1.6883,Budget
Spice Garden,Bhopal,MP Nagar,"Seafood, Desserts, Gujarati",Delivery,Yes,No,4.0,620,521,0.7678,Affordable
Royal Masala Twist,Bhopal,MP Nagar,"Cafe, Beverages",Fine Dining,Yes,Yes,4.1,1855,1790,0.2291,Premium
Cafe Aroma Restaurant,Bhopal,MP Nagar,Continental,Dessert Parlour,Yes,No,4.2,152,400,1.05,Affordable
Pizza Palace,Bhopal,Arera Colony,"Cafe, Punjabi, Biryani",Delivery,Yes,No,3.2,88,314,1.0191,Affordable
Hotel Aroma Restaurant,Bhopal,MP Nagar,"North Indian, Desserts",Quick Bites,Yes,No,3.8,771,594,0.6397,Affordable
Hotel Cloud Kitchen,Bhopal,MP Nagar,South Indian,Fine Dining,No,No,3.9,939,2332,0.1672,Luxury
Food Hub,Bhopal,Arera Colony,Rajasthani,Fine Dining,Yes,No,4.0,1772,2218,0.1803,Luxury
New Saffron,Bhopal,Arera Colony,"Mexican, Fast Food",Cafe,Yes,No,3.8,1369,974,0.3901,Mid-Range
New Aroma Restaurant,Bhopal,MP Nagar,Continental,Quick Bites,Yes,No,4.1,208,329,1.2462,Affordable
The Fusion Bites,Bhopal,MP Nagar,Mughlai,Fine Dining,Yes,No,4.6,409,1718,0.2678,Premium
Royal Flavor Town,Bhopal,Arera Colony,"Mexican, Chinese, Street Food",Food Court,Yes,Yes,2.5,271,331,0.7553,Affordable
Restaurant Pizza Palace,Bhopal,Arera Colony,"Street Food, Thai, Rajasthani",Fine Dining,Yes,No,4.0,1386,2999,0.1334,Luxury
Restaurant Masala Twist,Bhopal,MP Nagar,"North Indian, Punjabi",Casual Dining,No,No,4.4,408,599,0.7346,Affordable
Hotel Dhaba Express,Bhopal,Arera Colony,"Mexican, Thai",Fine Dining,No,Yes,4.5,1342,1594,0.2823,Premium
Royal Kebab King,Bhopal,MP Nagar,"Rajasthani, Pizza, Mughlai",Quick Bites,Yes,No,3.9,631,366,1.0656,Affordable
Royal Fusion Bites,Bhopal,Arera Colony,"Thai, North Indian, Street Food",Cafe,No,No,4.6,291,1079,0.4263,Premium
Taste of India,Bhopal,Arera Colony,Thai,Food Court,No,No,3.3,377,490,0.6735,Affordable
Cafe Cloud Kitchen,Bhopal,MP Nagar,"Bengali, Chinese",Fine Dining,No,Yes,4.4,401,3244,0.1356,Luxury
New Saffron,Bhopal,MP Nagar,"Desserts, Fast Food, Italian",Food Court,No,No,3.3,256,176,1.875,Budget
Taste of India,Bhopal,MP Nagar,Gujarati,Quick Bites,No,Yes,3.8,454,363,1.0468,Affordable
New Food Hub,Bhopal,Arera Colony,"Punjabi, Mughlai",Casual Dining,Yes,No,3.8,102,742,0.5121,Mid-Range
Royal Dhaba Express,Bhopal,Arera Colony,"Cafe, Chinese",Casual Dining,No,No,3.9,412,1192,0.3272,Premium
Cafe Food Hub,Bhopal,Arera Colony,Beverages,Cafe,Yes,Yes,3.2,952,907,0.3528,Mid-Range
Food Hub,Bhopal,MP Nagar,"Seafood, Bengali, Biryani",Cafe,Yes,No,4.0,1057,494,0.8097,Affordable
Cafe The Hungry Tiger,Bhopal,Arera Colony,"North Indian, Seafood",Casual Dining,No,No,3.6,456,599,0.601,Affordable
Cafe Urban Kitchen,Bhopal,MP Nagar,Beverages,Cafe,No,No,3.8,1000,481,0.79,Affordable
